content,score
best ai this understand all languages this ai more helpful than chatgpt,5
there so much bugs right now like stuck when upload images like that fix that,4
"I have been use deepseek. but it's fantastic AI assistant. but it has a miner problem that is slow in giving the answer as compare to other assistants. kindly, work on this minor problem. Overall it's good 😊.",3
"ahh finally, the search function are functionning again, love you 💅💅🤸 its very very good",5
Crazy AI Module From R1 To V3,5
best love it,5
excellent,5
worst app ever,1
"A highly effective and efficient artificial intelligence program, and most importantly, it’s free.",5
it takes alot of time and search can't be used so giving it 3 stars,3
Nice & Attractive from chuppu sir,5
it's better,4
excellent,5
Very Fantastic with my lessons,5
goooooooooooooodddd,1
It's useful,5
Game changer,5
Extra good than other ai apps,5
this is very bad because this ai main problem is server busy now,2
Maybe it's better than other Ai I think.... Definitely ❤️,5
awesome,5
l'IA est dans surprise censurée et cautionne des choses horribles,1
"It has been cheap, quick, and accurate. Has immensely been of great help. I'm glad for being DeepSeek user.",5
Very bad experience because always server is busy server is busy what is this,1
nice,5
nice AI man hsclhekherlihchr,5
"I like that DeepSeek explains its reasoning before giving me the answers because ,in many cases, my question is too broad or flawed in some way. ChatGPT just guesses what my question is and spits out an answer",5
that's really deep🤌,5
very nice app,5
very nice and very helpful deepseek,5
"Bunch of updates but the app still not working properly, While sending a message it take longer to process just to send it sometimes, This annoys me for real, please solve this server related problem very quick.",2
"Can you add ""vision"" for deepseek to ""see"" as it can't solve picture based questions",4
Very weak in answering the technical questions about machine design,4
"don't ask this to rig a new pc with rtx 5k series 'coz she always brag out the ""RTX 5000 Series? Doesn’t Exist (Yet)"" nonsense(today march 27, 2025). i put back the rating to 1 and have had enough with this broken ai, she might not know how to Google some brand new information or something along the line of it🤦🏼‍♂️ ps; i uninstalled for this Obvious reason.",1
the best apps,5
More details then others. Outstanding performance,5
this is chinese app .think 20 times to click privacy policy not doubt at last didn't sign up . privacy matters a lot .I will study from Google or chatgpt.,1
very slow and not good ai,1
trust me it is best app 💯💯💯,5
The best app.,5
"please please fix the server issues bro, and my it's replies are too short and why it forgot to address 5 commands out of 10",1
wow,4
"la velocidad de respuesta a veces es muy lenta, además le vendría bien ser un poco más creativa a la hora de dar respuestas a veces se sienten muy mecánicas o robóticas, por último sería genial una herramienta de generación de imágenes.",4
actually it's much helpful for average students like me,5
For those who gave it 1 or 2 Stars should check with their own service providers to see if it has been blocked or was it during the initial stage of Deepseek release when it encountered DOS attacks that is causing their problems. So far my experience is good but there are definitely some improvements that needs to be work on. Keep it up Deepseek! Show your potential of how a low cost & free to use AI tools can compete with those companies with outrageously investments can't do any better. 👍👍👍,5
very intelligent and useful app,5
helped a lot. I'm so grateful that such groundbreaking feats are achieved in my 20's and I can take as much help as I need from here 🙏🏼,4
niceeeeeeee,5
very good app,5
the file is and uploading correctly and the sending is taking way more longer than i thought,1
"great app really best but we need Like other versions of it, for example, a version for modifying codes and a version for modifying videos. 🙆🏻🎖️",4
excellent I use this app all the time,5
This application is not working properly right now. I asked it a lot of questions but it keeps loading and shows an error. Sometimes it runs very slow. It still has a lot of technical problems. It still needs a lot of improvement. Sometimes I get annoyed with it so I use another application.,1
my deepseek is stuck in June 2024 and now it's march 2025,1
Deep Seek is the best,5
IIIII LOVE IT 🐬,5
Great app,5
我的dse作文靠你了,5
it's amazing I loved the way it thinks it very much helpful great 👍 job keep it up 💪👍👏 👏 bravo!,5
Always server busy,1
it's amazing and the best 😍,5
عالی,5
❤️‍🔥,5
I asked questions and the data deepseek gave me was for July 2024 it's weird it gave old useless data,1
"I tried hundred times to update the app, but failed, so I uninstalled it.",1
App had a chat limit but I'm satisfied,5
showing wrond data ! RTE ACT 2009,1
Hate it,1
claims to be the best AI but cant even generate anything 👎,1
Always says server busy.,5
"Please add a search feature on the questions history tab, so you can search previous questions that you asked instead of asking the same question again. Having to scroll hundreds of questions to find what you asked before is a nightmare. It needs a search feature like ChatGPT.",5
Goooooood,5
outstanding deep thinking,5
"brainwashing, bias.",1
"The app is slow it gets slower with time, and űploading a picture takes forever to analyze.",1
"Deepseek is the perfect assistant 😍 Always helps me and makes me a knowledgeable guy in a few minutes about the topic ,which I have no knowledge about . Perfect usable amazing app .. hatts off for this creation",5
USEFUL IN ALL PURPOSES ESPECIALLY IN STUDENTS STUDY 😶‍🌫️ REALLY IT'S PERFORMANCE IS MADDING JUST IT GIVES ANSWERS SO QUICKER.,5
Useful,5
it is china's ai it have to much errors search service is unable server busy all time other ai is better than deepseek they have no errors,1
"always not working, not available, server busy, too many requests",1
Great but often is unable to search Internet at the moment,5
best AI chatbot in the world,5
satisfactory,5
A game changer,5
This ai is great! Why? Well i doesn't tell me that it has reached its limits like chat gpt(free ver) and it also doesn't give me unverified information (or just wrong information) so thats why deepseek is good,5
